Airl.Desig,FltNo,ArrDep,Date LT,Time LT,ORIGDEST,PREVNEXT,Serv.type,ICAO ActType,IATA ActType,Seats,Season
2F,5100,D,07-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,08-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,10-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,11-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,12-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,13-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,14-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,15-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,17-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,18-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,19-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,20-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,21-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,22-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,24-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,25-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,26-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,27-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,28-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,29-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,31-Aug-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,01-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,02-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,03-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,04-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,05-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,07-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,08-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,09-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,10-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,11-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,12-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,14-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,15-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,16-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,17-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,18-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,19-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,21-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,22-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,23-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,24-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,25-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,26-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,28-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,29-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,30-Sep-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,01-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,02-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,03-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,05-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,06-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,07-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,08-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,09-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,10-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,12-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,13-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,14-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,15-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,16-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,17-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,19-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,20-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,21-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,22-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,23-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,24-Oct-2025,1505,JMR,JMR,C,C208,208,9,S25
2F,5100,D,09-Aug-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,16-Aug-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,23-Aug-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,30-Aug-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,06-Sep-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,13-Sep-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,20-Sep-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,27-Sep-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,04-Oct-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,11-Oct-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,18-Oct-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5100,D,25-Oct-2025,1445,JMR,JMR,C,C208,208,9,S25
2F,5101,A,07-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,08-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,09-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,10-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,11-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,12-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,13-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,14-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,15-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,16-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,17-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,18-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,19-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,20-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,21-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,22-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,23-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,24-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,25-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,26-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,27-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,28-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,29-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,30-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,31-Aug-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,01-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,02-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,03-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,04-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,05-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,06-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,07-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,08-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,09-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,10-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,11-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,12-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,13-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,14-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,15-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,16-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,17-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,18-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,19-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,20-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,21-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,22-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,23-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,24-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,25-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,26-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,27-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,28-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,29-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,30-Sep-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,01-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,02-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,03-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,04-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,05-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,06-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,07-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,08-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,09-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,10-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,11-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,12-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,13-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,14-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,15-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,16-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,17-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,18-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,19-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,20-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,21-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,22-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,23-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,24-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5101,A,25-Oct-2025,0910,JMR,JMR,C,C208,208,9,S25
2F,5120,D,06-May-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,10-May-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,13-May-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,17-May-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,20-May-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,24-May-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,27-May-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,31-May-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,03-Jun-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,07-Jun-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,10-Jun-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,14-Jun-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,17-Jun-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,24-Jun-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,28-Jun-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,01-Jul-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,05-Jul-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,08-Jul-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,12-Jul-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,15-Jul-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,19-Jul-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,22-Jul-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,26-Jul-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,29-Jul-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,02-Aug-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,05-Aug-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,09-Aug-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,12-Aug-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,16-Aug-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,19-Aug-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,23-Aug-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,26-Aug-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,30-Aug-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,02-Sep-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,06-Sep-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,09-Sep-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,13-Sep-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,16-Sep-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,20-Sep-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,23-Sep-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,27-Sep-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,30-Sep-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,04-Oct-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,07-Oct-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,11-Oct-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,14-Oct-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,18-Oct-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,21-Oct-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5120,D,25-Oct-2025,0955,BAT,BAT,J,C208,208,9,S25
2F,5121,A,06-May-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,10-May-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,13-May-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,17-May-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,20-May-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,24-May-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,27-May-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,31-May-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,03-Jun-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,07-Jun-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,10-Jun-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,14-Jun-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,17-Jun-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,24-Jun-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,28-Jun-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,01-Jul-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,05-Jul-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,08-Jul-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,12-Jul-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,15-Jul-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,19-Jul-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,22-Jul-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,26-Jul-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,29-Jul-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,02-Aug-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,05-Aug-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,09-Aug-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,12-Aug-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,16-Aug-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,19-Aug-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,23-Aug-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,26-Aug-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,30-Aug-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,02-Sep-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,06-Sep-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,09-Sep-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,13-Sep-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,16-Sep-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,20-Sep-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,23-Sep-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,27-Sep-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,30-Sep-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,04-Oct-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,07-Oct-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,11-Oct-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,14-Oct-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,18-Oct-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,21-Oct-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5121,A,25-Oct-2025,1345,BAT,BAT,J,C208,208,9,S25
2F,5125,D,31-Mar-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,01-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,02-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,03-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,04-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,05-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,07-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,08-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,09-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,10-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,11-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,12-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,14-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,15-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,16-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,17-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,18-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,22-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,23-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,24-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,25-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,26-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,28-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,29-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,30-Apr-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,01-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,05-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,06-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,07-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,08-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,09-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,10-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,12-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,13-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,14-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,15-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,16-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,19-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,20-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,21-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,22-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,23-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,17-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,24-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,26-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,27-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,28-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,29-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,30-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,31-May-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,02-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,03-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,04-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,05-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,06-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,07-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,09-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,10-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,11-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,12-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,13-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,14-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,16-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,17-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,18-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,19-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,23-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,24-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,25-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,26-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,27-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,28-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,30-Jun-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,01-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,02-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,03-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,04-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,05-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,07-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,08-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,09-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,10-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,11-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,12-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,14-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,15-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
2F,5125,D,16-Jul-2025,0940,DIQ,DIQ,J,C208,208,9,S25
